ID,Full Name,Gender,Age,State,Job Classification,Date Joined,Balance,marital,education,houseloan,otherloan,contact,duration,campaign,poutcome,y,Customer ID
1814,Isabel  Cross,Female,32,Oregon,White Collar,27.Aug.2017,"$67,550.43 ",married,tertiary,yes,no,cellular,308,3,unknown,no,A01814
1815,Trevor  Jones,Female,35,Oregon,Blue Collar,27.Aug.2017,"$26,785.30 ",married,tertiary,no,no,cellular,298,3,unknown,no,A01815
1816,Cecilia  Manning,Female,25,Oregon,Other,27.Aug.2017,"$44,244.27 ",married,secondary,no,no,cellular,92,4,unknown,no,A01816
1817,Cindy  Becker,Male,35,Oregon,White Collar,27.Aug.2017,"$39,268.79 ",married,secondary,no,yes,cellular,288,12,unknown,no,A01817
1818,Salvador  Bass,Male,33,Oregon,White Collar,27.Aug.2017,"$30,016.40 ",married,secondary,yes,no,cellular,130,1,other,no,A01818
1819,Jenny  Garcia,Male,38,California,Other,28.Aug.2017,"$74,043.96 ",married,secondary,yes,no,cellular,255,2,unknown,no,A01819
1820,Robert  Munoz,Male,27,California,White Collar,28.Aug.2017,"$58,947.76 ",divorced,secondary,yes,yes,cellular,167,5,unknown,no,A01820
1821,Elbert  Klein,Female,29,California,White Collar,28.Aug.2017,"$144,286.75 ",married,secondary,yes,no,cellular,64,3,other,no,A01821
1822,Cindy  Becker,Female,38,California,Other,28.Aug.2017,"$77,939.00 ",married,unknown,no,yes,cellular,166,2,unknown,no,A01822
1823,Max  Rodgers,Female,34,California,White Collar,28.Aug.2017,"$223,408.07 ",married,tertiary,no,no,cellular,657,7,unknown,yes,A01823
1824,Edwin  Malone,Male,35,California,Other,28.Aug.2017,"$30,998.64 ",divorced,secondary,yes,yes,unknown,434,4,unknown,no,A01824
1825,Don  Gonzales,Male,34,California,White Collar,28.Aug.2017,"$38,729.82 ",single,secondary,no,no,cellular,75,1,unknown,no,A01825
1826,Nellie  Joseph,Male,62,Nevada,Other,28.Aug.2017,"$114,689.42 ",married,primary,no,no,telephone,40,1,unknown,no,A01826
1827,Rachel  Gomez,Male,47,Nevada,Blue Collar,28.Aug.2017,"$123,986.52 ",married,secondary,no,no,cellular,398,2,unknown,no,A01827
1828,Trevor  Jones,Female,59,Nevada,Blue Collar,28.Aug.2017,"$21,743.63 ",married,tertiary,yes,no,cellular,163,2,failure,no,A01828
1829,Max  Rodgers,Female,52,Nevada,Other,28.Aug.2017,"$73,439.18 ",married,secondary,yes,yes,cellular,137,8,unknown,no,A01829
1830,Paulette  Spencer,Male,29,Wyoming,White Collar,28.Aug.2017,"$95,807.30 ",married,secondary,yes,no,unknown,257,3,unknown,no,A01830
1831,Paulette  Spencer,Female,34,California,White Collar,29.Aug.2017,"$78,659.09 ",single,secondary,yes,no,cellular,231,2,failure,no,A01831
1832,Sandra  Floyd,Female,36,California,Other,29.Aug.2017,"$15,009.03 ",single,tertiary,no,yes,unknown,192,1,unknown,no,A01832
1833,Nellie  Joseph,Male,27,California,White Collar,29.Aug.2017,"$47,218.43 ",divorced,secondary,no,yes,cellular,186,1,unknown,no,A01833
1834,Max  Rodgers,Female,37,California,White Collar,29.Aug.2017,"$10,976.51 ",married,primary,yes,no,cellular,226,1,other,no,A01834
1835,Charlie  Wood,Female,41,California,White Collar,29.Aug.2017,"$27,976.76 ",married,tertiary,yes,no,cellular,67,1,unknown,no,A01835
1836,Shari  Silva,Male,58,Nevada,Other,29.Aug.2017,"$16,093.49 ",married,tertiary,no,no,cellular,205,2,unknown,no,A01836
1837,Trevor  Jones,Male,53,Nevada,White Collar,29.Aug.2017,"$64,441.01 ",single,primary,yes,no,cellular,14,1,unknown,no,A01837
1838,Charlie  Wood,Male,24,Nevada,Other,29.Aug.2017,"$15,476.06 ",divorced,tertiary,no,no,cellular,488,1,unknown,yes,A01838
1839,Max  Rodgers,Female,38,Wyoming,White Collar,29.Aug.2017,"$34,787.22 ",married,secondary,yes,no,unknown,50,3,unknown,no,A01839
1840,Rachel  Gomez,Female,34,Wyoming,White Collar,29.Aug.2017,"$146,169.49 ",married,primary,no,no,cellular,312,1,unknown,no,A01840
1841,Sonya  Mullins,Female,32,Wyoming,Blue Collar,29.Aug.2017,"$49,561.64 ",divorced,secondary,yes,no,cellular,163,3,unknown,no,A01841
1842,Iris  Underwood,Female,29,Wyoming,White Collar,29.Aug.2017,"$37,385.12 ",single,secondary,yes,no,unknown,76,2,unknown,no,A01842
1843,Salvador  Bass,Male,33,Wyoming,Other,29.Aug.2017,"$143,033.51 ",divorced,primary,no,no,cellular,150,1,unknown,no,A01843
1844,Elvira  Bowman,Male,35,Wyoming,Other,29.Aug.2017,"$117,543.31 ",married,secondary,yes,no,cellular,244,2,unknown,no,A01844
1845,Cindy  Becker,Female,45,Oregon,Other,29.Aug.2017,"$132,206.30 ",married,tertiary,no,no,cellular,207,1,unknown,yes,A01845
1846,Jenny  Garcia,Female,30,California,White Collar,30.Aug.2017,"$67,949.40 ",single,secondary,yes,yes,cellular,113,1,unknown,no,A01846
1847,Jenny  Garcia,Female,31,California,White Collar,30.Aug.2017,"$66,530.79 ",married,secondary,yes,no,cellular,1309,4,unknown,yes,A01847
1848,Max  Rodgers,Female,29,California,White Collar,30.Aug.2017,"$80,855.82 ",single,secondary,no,no,cellular,72,6,unknown,no,A01848
1849,Herman  Williams,Male,33,California,Other,30.Aug.2017,"$64,884.55 ",married,primary,yes,no,cellular,551,1,failure,no,A01849
1850,Salvador  Bass,Female,32,California,White Collar,30.Aug.2017,"$77,981.04 ",married,tertiary,no,no,unknown,163,3,unknown,no,A01850
1851,Tiffany  May,Male,30,California,White Collar,30.Aug.2017,"$52,057.88 ",divorced,tertiary,yes,no,cellular,179,10,unknown,no,A01851
1852,Trevor  Jones,Male,31,California,White Collar,30.Aug.2017,"$87,926.01 ",married,primary,yes,no,cellular,217,2,unknown,no,A01852
1853,Iris  Underwood,Male,33,California,White Collar,30.Aug.2017,"$143,912.57 ",married,secondary,yes,no,unknown,88,1,unknown,no,A01853
1854,Isabel  Cross,Female,30,California,White Collar,30.Aug.2017,"$85,571.31 ",single,secondary,yes,yes,unknown,21,1,unknown,no,A01854
1855,Edwin  Malone,Female,27,Wyoming,Other,30.Aug.2017,"$60,980.28 ",single,tertiary,no,no,cellular,142,1,unknown,yes,A01855
1856,Isabel  Cross,Female,30,Wyoming,White Collar,30.Aug.2017,"$103,211.85 ",single,secondary,no,no,cellular,1056,1,unknown,no,A01856
1857,Elvira  Bowman,Female,47,Wyoming,White Collar,30.Aug.2017,"$5,730.66 ",divorced,tertiary,yes,no,cellular,72,1,other,no,A01857
1858,Salvador  Bass,Male,57,Wyoming,Other,30.Aug.2017,"$103,403.96 ",married,secondary,yes,no,unknown,411,1,unknown,no,A01858
1859,Willie  Vega,Female,35,California,White Collar,31.Aug.2017,"$7,088.43 ",married,secondary,yes,no,unknown,145,1,unknown,no,A01859
1860,Brooke  Horton,Male,40,California,White Collar,31.Aug.2017,"$123,377.69 ",married,secondary,yes,no,cellular,80,2,unknown,no,A01860
1861,Jenny  Garcia,Male,26,California,Other,31.Aug.2017,"$86,003.87 ",married,secondary,yes,no,unknown,344,1,unknown,no,A01861
1862,Mable  Lindsey,Male,35,California,White Collar,31.Aug.2017,"$29,372.66 ",single,secondary,yes,no,cellular,128,1,unknown,no,A01862
1863,Jaime  Pearson,Female,36,California,White Collar,31.Aug.2017,"$3,829.52 ",married,secondary,yes,no,cellular,412,1,success,yes,A01863
1864,Herman  Williams,Female,28,California,White Collar,31.Aug.2017,"$31,184.82 ",single,secondary,yes,yes,cellular,908,3,other,no,A01864
1865,Drew  Rogers,Female,36,California,White Collar,31.Aug.2017,"$91,527.90 ",married,secondary,yes,no,cellular,819,4,unknown,no,A01865
1866,Don  Gonzales,Male,40,Nevada,Blue Collar,31.Aug.2017,"$148,661.78 ",married,tertiary,no,no,cellular,210,2,unknown,no,A01866
1867,Sylvester  Morales,Male,48,Nevada,White Collar,31.Aug.2017,"$82,700.10 ",married,secondary,no,no,telephone,165,3,other,no,A01867
1868,Rachel  Gomez,Female,48,Nevada,Other,31.Aug.2017,"$59,528.04 ",married,secondary,no,no,cellular,118,8,unknown,no,A01868
1869,Joey  Wong,Male,59,Nevada,Other,31.Aug.2017,"$74,907.87 ",married,primary,yes,yes,cellular,159,1,failure,no,A01869
1870,Shari  Silva,Male,55,Nevada,Blue Collar,31.Aug.2017,"$107,157.75 ",married,tertiary,no,yes,cellular,618,1,unknown,no,A01870
1871,Max  Rodgers,Male,46,Nevada,Other,31.Aug.2017,"$25,136.90 ",single,unknown,no,no,cellular,102,2,other,no,A01871
1872,Isabel  Cross,Male,23,Wyoming,Blue Collar,31.Aug.2017,"$101,766.06 ",divorced,secondary,yes,no,cellular,89,1,failure,no,A01872
1873,Della  Jensen,Female,26,Wyoming,Other,31.Aug.2017,"$46,309.51 ",married,secondary,no,no,cellular,401,2,unknown,yes,A01873
1874,Cassandra  Franklin,Male,42,Wyoming,White Collar,31.Aug.2017,"$120,777.76 ",married,primary,no,no,cellular,200,3,unknown,no,A01874
1875,Patty  Thompson,Male,40,California,Blue Collar,01.Sep.2017,"$56,435.43 ",married,unknown,yes,no,cellular,152,5,unknown,no,A01875
1876,Nellie  Joseph,Male,46,California,White Collar,01.Sep.2017,"$70,684.84 ",single,secondary,no,no,cellular,203,1,failure,no,A01876
1877,Ernest  Davis,Female,41,California,White Collar,01.Sep.2017,"$37,203.28 ",single,primary,yes,no,cellular,827,2,unknown,yes,A01877
1878,Herman  Williams,Female,31,California,Blue Collar,01.Sep.2017,"$57,281.51 ",married,secondary,yes,no,unknown,735,1,unknown,no,A01878
1879,Don  Gonzales,Female,37,California,Blue Collar,01.Sep.2017,"$110,802.75 ",single,secondary,yes,yes,unknown,185,6,unknown,no,A01879
1880,Salvador  Bass,Male,36,California,White Collar,01.Sep.2017,"$21,938.34 ",married,secondary,no,no,unknown,149,1,unknown,no,A01880
1881,Joey  Wong,Female,44,California,Other,01.Sep.2017,"$78,535.57 ",married,tertiary,no,yes,cellular,303,2,unknown,no,A01881
1882,Peter  Hodges,Male,19,California,White Collar,01.Sep.2017,"$113,302.78 ",married,tertiary,yes,no,unknown,71,2,unknown,no,A01882
1883,Sandra  Floyd,Male,25,California,White Collar,01.Sep.2017,"$116,446.72 ",single,secondary,yes,no,cellular,445,2,failure,no,A01883
1884,Edwin  Malone,Female,44,Nevada,Other,01.Sep.2017,"$4,176.54 ",single,secondary,yes,no,cellular,232,2,unknown,no,A01884
1885,Tracy  Reed,Male,32,Wyoming,White Collar,01.Sep.2017,"$16,010.64 ",married,secondary,yes,no,cellular,144,5,failure,no,A01885
1886,Carla  Mccormick,Female,34,Wyoming,White Collar,01.Sep.2017,"$74,415.96 ",married,tertiary,no,no,cellular,209,2,unknown,no,A01886
1887,Mable  Lindsey,Male,40,California,White Collar,02.Sep.2017,"$159,894.76 ",divorced,secondary,yes,no,cellular,691,2,failure,yes,A01887
1888,Felicia  Jennings,Female,33,California,White Collar,02.Sep.2017,"$21,343.94 ",married,unknown,yes,no,unknown,415,1,unknown,no,A01888
1889,Max  Rodgers,Female,34,California,White Collar,02.Sep.2017,"$160,224.63 ",single,secondary,yes,no,cellular,273,5,unknown,no,A01889
1890,Woodrow  Colon,Female,62,Nevada,Other,02.Sep.2017,"$129,268.28 ",married,tertiary,no,no,telephone,376,2,unknown,yes,A01890
1891,Marion  Glover,Male,47,Nevada,Blue Collar,02.Sep.2017,"$88,896.22 ",married,secondary,yes,no,cellular,37,10,unknown,no,A01891
1892,Paulette  Spencer,Male,41,Nevada,Blue Collar,02.Sep.2017,"$52,216.07 ",single,tertiary,yes,yes,cellular,148,2,unknown,no,A01892
1893,Joey  Wong,Female,35,Wyoming,Blue Collar,02.Sep.2017,"$62,562.37 ",married,secondary,no,no,cellular,57,2,unknown,no,A01893
1894,Della  Jensen,Female,34,California,White Collar,03.Sep.2017,"$142,420.91 ",divorced,secondary,yes,no,unknown,461,3,unknown,no,A01894
1895,Pauline  Beck,Female,39,California,Blue Collar,03.Sep.2017,"$80,664.09 ",married,unknown,no,no,unknown,198,6,unknown,no,A01895
1896,Mable  Lindsey,Male,33,California,White Collar,03.Sep.2017,"$35,856.91 ",single,secondary,no,no,cellular,327,4,unknown,no,A01896
1897,Elbert  Klein,Male,36,California,White Collar,03.Sep.2017,"$14,596.72 ",single,tertiary,no,no,cellular,669,6,unknown,no,A01897
1898,Mable  Lindsey,Male,32,California,White Collar,03.Sep.2017,"$47,283.81 ",married,tertiary,no,no,cellular,165,1,unknown,no,A01898
1899,Bernadette  Page,Female,24,California,White Collar,03.Sep.2017,"$106,190.72 ",married,tertiary,no,no,cellular,58,2,unknown,no,A01899
1900,Joey  Wong,Male,50,Nevada,Other,03.Sep.2017,"$101,411.27 ",single,tertiary,no,no,cellular,1473,1,unknown,yes,A01900
1901,Sandra  Floyd,Male,50,Nevada,Other,03.Sep.2017,"$9,551.90 ",single,unknown,no,no,cellular,123,3,unknown,no,A01901
1902,Shari  Silva,Male,60,Nevada,Blue Collar,03.Sep.2017,"$10,389.07 ",single,tertiary,yes,no,unknown,289,1,unknown,no,A01902
1903,Don  Gonzales,Male,43,Nevada,Blue Collar,03.Sep.2017,"$125,287.40 ",single,secondary,no,yes,cellular,239,5,unknown,no,A01903
1904,Herman  Williams,Female,50,Nevada,Other,03.Sep.2017,"$72,038.46 ",married,secondary,no,no,cellular,1386,1,unknown,no,A01904
1905,Mable  Lindsey,Female,59,Nevada,Other,03.Sep.2017,"$149,207.94 ",single,tertiary,no,no,cellular,294,2,other,yes,A01905
1906,Marian  Hill,Female,28,Oregon,Other,03.Sep.2017,"$46,495.75 ",married,tertiary,yes,no,cellular,910,2,success,yes,A01906
1907,Isabel  Cross,Male,43,California,White Collar,04.Sep.2017,"$9,738.27 ",divorced,primary,yes,no,unknown,550,7,unknown,no,A01907
1908,Salvador  Bass,Male,33,California,White Collar,04.Sep.2017,"$1,017.88 ",divorced,tertiary,yes,no,cellular,75,1,unknown,no,A01908
1909,Johanna  Boone,Female,36,California,White Collar,04.Sep.2017,"$35,445.97 ",single,secondary,yes,yes,unknown,100,3,unknown,no,A01909
1910,Drew  Rogers,Female,38,California,White Collar,04.Sep.2017,"$47,642.72 ",married,tertiary,no,no,cellular,204,4,unknown,no,A01910
1911,Della  Jensen,Female,55,Nevada,Other,04.Sep.2017,"$102,780.81 ",married,secondary,yes,no,cellular,155,1,failure,no,A01911
1912,Elaine  Ellis,Female,49,Nevada,Other,04.Sep.2017,"$47,022.10 ",married,secondary,yes,no,unknown,46,3,unknown,no,A01912
1913,Bobbie  Ryan,Female,33,Wyoming,White Collar,04.Sep.2017,"$33,244.55 ",married,secondary,no,no,telephone,1366,1,failure,no,A01913
1914,Joey  Wong,Male,23,California,White Collar,05.Sep.2017,"$58,008.78 ",married,primary,no,no,cellular,609,2,unknown,yes,A01914
1915,Fernando  Rowe,Female,24,California,Other,05.Sep.2017,"$4,686.36 ",single,tertiary,no,yes,cellular,1532,2,unknown,yes,A01915
1916,Della  Jensen,Male,37,California,White Collar,05.Sep.2017,"$50,362.88 ",single,tertiary,no,no,cellular,226,1,other,yes,A01916
1917,Ellen  Weaver,Male,22,California,Blue Collar,05.Sep.2017,"$55,024.39 ",married,tertiary,yes,no,cellular,168,1,unknown,no,A01917
1918,Ruben  Nunez,Male,32,California,White Collar,05.Sep.2017,"$28,964.43 ",married,primary,yes,no,cellular,352,1,unknown,yes,A01918
1919,Salvador  Bass,Female,29,California,White Collar,05.Sep.2017,"$60,159.57 ",married,secondary,yes,no,cellular,335,6,unknown,no,A01919
1920,Bobbie  Ryan,Male,39,California,Blue Collar,05.Sep.2017,"$116,064.39 ",married,tertiary,yes,yes,cellular,74,1,unknown,no,A01920
1921,Paulette  Spencer,Female,31,California,White Collar,05.Sep.2017,"$24,465.36 ",married,tertiary,yes,no,cellular,85,1,unknown,no,A01921
1922,Shari  Silva,Male,33,California,Blue Collar,05.Sep.2017,"$75,977.34 ",married,secondary,yes,no,unknown,117,1,unknown,no,A01922
1923,Max  Rodgers,Female,44,California,White Collar,05.Sep.2017,"$2,397.97 ",single,secondary,yes,yes,cellular,184,1,unknown,no,A01923
1924,Drew  Rogers,Female,57,Nevada,Other,05.Sep.2017,"$30,620.79 ",married,secondary,no,no,cellular,72,3,unknown,no,A01924
1925,Eric  Rose,Female,31,Wyoming,Other,05.Sep.2017,"$11,254.24 ",divorced,secondary,yes,no,unknown,171,1,unknown,no,A01925
1926,Sandra  Floyd,Male,41,Wyoming,White Collar,05.Sep.2017,"$41,237.12 ",married,secondary,yes,no,telephone,44,8,unknown,no,A01926
1927,Robert  Munoz,Female,32,Oregon,Other,05.Sep.2017,"$71,857.48 ",single,secondary,no,no,cellular,336,2,unknown,no,A01927
1928,Elbert  Klein,Female,35,California,White Collar,06.Sep.2017,"$67,371.03 ",married,primary,no,no,cellular,93,5,unknown,yes,A01928
1929,Robert  Munoz,Female,37,California,White Collar,06.Sep.2017,"$70,256.24 ",single,primary,no,no,cellular,332,1,failure,yes,A01929
1930,Sylvester  Morales,Male,38,California,White Collar,06.Sep.2017,"$32,484.01 ",single,tertiary,no,no,cellular,398,1,unknown,no,A01930
1931,Sandra  Floyd,Female,21,California,White Collar,06.Sep.2017,"$38,042.00 ",married,secondary,yes,yes,unknown,86,2,unknown,no,A01931
1932,Lee  Mack,Male,37,California,Other,06.Sep.2017,"$47,854.88 ",married,secondary,no,yes,cellular,45,2,unknown,no,A01932
1933,Arturo  Francis,Male,33,California,White Collar,06.Sep.2017,"$28,796.09 ",married,secondary,yes,no,unknown,110,2,unknown,no,A01933
1934,Jenny  Garcia,Male,61,Nevada,Blue Collar,06.Sep.2017,"$84,788.46 ",married,primary,yes,yes,telephone,152,3,failure,no,A01934
1935,Della  Jensen,Male,52,Nevada,Other,06.Sep.2017,"$113,047.90 ",single,secondary,yes,no,cellular,356,4,unknown,yes,A01935
1936,Drew  Rogers,Female,49,Nevada,White Collar,06.Sep.2017,"$4,467.55 ",married,secondary,no,no,unknown,382,3,unknown,no,A01936
1937,Billie  Chandler,Male,34,Nevada,Other,06.Sep.2017,"$102,387.93 ",single,tertiary,no,no,cellular,233,1,unknown,no,A01937
1938,Johanna  Boone,Female,42,Nevada,Other,06.Sep.2017,"$58,067.12 ",single,secondary,yes,no,unknown,87,1,unknown,no,A01938
1939,Salvador  Bass,Male,21,Oregon,White Collar,06.Sep.2017,"$15,294.93 ",divorced,secondary,yes,yes,unknown,387,2,unknown,no,A01939
1940,Cassandra  Franklin,Male,31,California,White Collar,07.Sep.2017,"$25,962.60 ",married,secondary,yes,no,cellular,103,1,unknown,no,A01940
1941,Johanna  Boone,Female,41,California,White Collar,07.Sep.2017,"$89,655.06 ",single,secondary,no,no,cellular,378,1,unknown,yes,A01941
1942,Lee  Mack,Male,50,California,White Collar,07.Sep.2017,"$3,685.87 ",married,primary,no,no,unknown,257,2,unknown,no,A01942
1943,Max  Rodgers,Male,36,California,White Collar,07.Sep.2017,"$12,440.27 ",married,tertiary,no,no,cellular,282,1,unknown,no,A01943
1944,Lee  Mack,Female,23,California,White Collar,07.Sep.2017,"$25,741.36 ",divorced,secondary,no,no,unknown,176,1,unknown,no,A01944
1945,Herman  Williams,Male,41,California,Blue Collar,07.Sep.2017,"$133,381.40 ",married,secondary,yes,no,cellular,24,6,unknown,no,A01945
1946,Cassandra  Franklin,Male,40,California,Blue Collar,07.Sep.2017,"$7,620.70 ",single,secondary,yes,no,cellular,766,3,unknown,no,A01946
1947,Trevor  Jones,Female,37,California,White Collar,07.Sep.2017,"$63,786.33 ",divorced,secondary,yes,no,cellular,955,2,unknown,yes,A01947
1948,Elaine  Ellis,Male,31,California,White Collar,07.Sep.2017,"$104,709.21 ",married,secondary,yes,no,cellular,426,3,unknown,no,A01948
1949,Blake  Bridges,Male,29,California,White Collar,07.Sep.2017,"$56,923.45 ",single,tertiary,yes,no,unknown,244,2,unknown,no,A01949
1950,Rachel  Gomez,Male,37,Nevada,Blue Collar,07.Sep.2017,"$27,209.57 ",married,tertiary,no,no,telephone,136,1,unknown,no,A01950
1951,Rachel  Gomez,Male,54,Nevada,Blue Collar,07.Sep.2017,"$17,254.39 ",married,primary,no,no,cellular,172,1,unknown,no,A01951
1952,Isabel  Cross,Female,33,Wyoming,White Collar,07.Sep.2017,"$47,919.24 ",single,tertiary,yes,no,cellular,93,1,failure,no,A01952
1953,Cecilia  Manning,Female,43,Wyoming,White Collar,07.Sep.2017,"$117,117.52 ",divorced,secondary,yes,yes,telephone,300,6,success,yes,A01953
1954,Rachel  Gomez,Female,35,Wyoming,White Collar,07.Sep.2017,"$66,325.30 ",single,tertiary,no,no,cellular,118,4,failure,no,A01954
1955,Blake  Bridges,Female,41,Wyoming,Blue Collar,07.Sep.2017,"$46,002.33 ",married,primary,no,no,unknown,191,2,unknown,no,A01955
1956,Joey  Wong,Female,24,Wyoming,White Collar,07.Sep.2017,"$83,470.85 ",divorced,tertiary,yes,yes,unknown,107,2,unknown,no,A01956
1957,Marian  Hill,Male,33,Oregon,Other,07.Sep.2017,"$42,807.18 ",married,primary,no,no,telephone,513,2,failure,no,A01957
1958,Christy  Olson,Female,41,California,Blue Collar,08.Sep.2017,"$158,062.19 ",single,tertiary,yes,yes,unknown,91,18,unknown,no,A01958
1959,Eric  Rose,Male,39,California,Other,08.Sep.2017,"$30,428.94 ",single,secondary,yes,yes,cellular,76,4,unknown,no,A01959
1960,Christy  Olson,Female,31,California,White Collar,08.Sep.2017,"$195,098.85 ",married,secondary,yes,no,unknown,1236,2,unknown,no,A01960
1961,Jaime  Pearson,Male,34,California,Other,08.Sep.2017,"$11,703.91 ",married,primary,yes,no,unknown,193,5,unknown,no,A01961
1962,Peter  Hodges,Male,48,California,White Collar,08.Sep.2017,"$121,915.96 ",married,primary,yes,no,unknown,324,5,unknown,no,A01962
1963,Elbert  Klein,Male,53,Nevada,Other,08.Sep.2017,"$16,977.09 ",single,tertiary,no,no,cellular,377,1,unknown,yes,A01963
1964,Lee  Mack,Male,42,Nevada,Blue Collar,08.Sep.2017,"$65,322.63 ",married,tertiary,yes,no,cellular,408,1,unknown,no,A01964
1965,Rachel  Gomez,Male,37,California,White Collar,09.Sep.2017,"$89,461.88 ",married,primary,yes,no,cellular,246,2,unknown,no,A01965
1966,Donna  Reid,Male,37,California,Blue Collar,09.Sep.2017,"$34,090.40 ",single,tertiary,no,no,cellular,58,7,unknown,no,A01966
1967,Drew  Rogers,Male,31,California,Blue Collar,09.Sep.2017,"$37,249.33 ",married,primary,yes,no,cellular,196,1,unknown,no,A01967
1968,Mable  Lindsey,Male,38,California,White Collar,09.Sep.2017,"$92,953.30 ",married,secondary,yes,yes,cellular,219,4,unknown,no,A01968
1969,Patty  Thompson,Male,35,California,White Collar,09.Sep.2017,"$50,503.55 ",married,tertiary,yes,no,cellular,197,1,unknown,no,A01969
1970,Pauline  Beck,Male,34,California,Blue Collar,09.Sep.2017,"$54,422.87 ",married,tertiary,yes,no,cellular,257,2,unknown,no,A01970
1971,Tracy  Reed,Male,36,California,White Collar,09.Sep.2017,"$69,787.93 ",married,secondary,yes,no,cellular,381,1,failure,no,A01971
1972,Ruben  Nunez,Female,39,California,White Collar,09.Sep.2017,"$114,530.48 ",married,secondary,yes,yes,unknown,486,2,unknown,no,A01972
1973,Rachel  Gomez,Male,41,California,White Collar,09.Sep.2017,"$37,199.15 ",married,secondary,yes,yes,unknown,162,1,unknown,no,A01973
1974,Cassandra  Franklin,Female,56,Nevada,Other,09.Sep.2017,"$21,519.09 ",married,unknown,no,no,unknown,153,1,unknown,no,A01974
1975,Christy  Olson,Male,43,Nevada,Blue Collar,09.Sep.2017,"$15,374.21 ",single,secondary,no,no,cellular,809,2,unknown,yes,A01975
1976,Isabel  Cross,Male,45,Nevada,Other,09.Sep.2017,"$5,859.94 ",divorced,secondary,yes,no,cellular,50,1,unknown,no,A01976
1977,Elvira  Bowman,Male,54,Nevada,Other,09.Sep.2017,"$22,788.61 ",single,secondary,no,no,cellular,39,17,unknown,no,A01977
1978,Ellen  Weaver,Male,28,Wyoming,White Collar,09.Sep.2017,"$141,442.27 ",divorced,tertiary,no,no,cellular,131,2,unknown,no,A01978
1979,Billie  Chandler,Male,33,Wyoming,Blue Collar,09.Sep.2017,"$181,615.15 ",married,unknown,yes,no,telephone,526,4,other,no,A01979
1980,Christy  Olson,Male,29,Oregon,Blue Collar,09.Sep.2017,"$50,170.25 ",single,secondary,yes,no,unknown,172,3,unknown,no,A01980
1981,Johanna  Boone,Female,39,Oregon,White Collar,09.Sep.2017,"$114,339.72 ",married,unknown,no,no,cellular,405,1,success,no,A01981
1982,Marion  Glover,Male,26,California,Blue Collar,10.Sep.2017,"$22,432.87 ",married,tertiary,no,no,cellular,77,3,unknown,no,A01982
1983,Brooke  Horton,Male,26,California,White Collar,10.Sep.2017,"$137,083.75 ",married,primary,yes,no,unknown,158,2,unknown,no,A01983
1984,Sylvester  Morales,Female,39,California,White Collar,10.Sep.2017,"$6,204.18 ",single,secondary,yes,no,cellular,146,2,failure,no,A01984
1985,Cindy  Becker,Male,34,California,White Collar,10.Sep.2017,"$10,669.31 ",married,primary,no,no,unknown,27,1,unknown,no,A01985
1986,Lula  Daniels,Male,41,California,White Collar,10.Sep.2017,"$2,123.87 ",single,unknown,no,no,cellular,105,1,unknown,no,A01986
1987,Cassandra  Franklin,Male,27,California,Other,10.Sep.2017,"$15,257.61 ",single,tertiary,yes,no,unknown,119,4,unknown,no,A01987
1988,Edwin  Malone,Female,35,California,White Collar,10.Sep.2017,"$69,208.93 ",single,secondary,yes,yes,cellular,327,1,unknown,no,A01988
1989,Herman  Williams,Female,48,Nevada,Other,10.Sep.2017,"$59,905.58 ",divorced,secondary,no,yes,cellular,150,2,unknown,no,A01989
1990,Bethany  Pena,Male,51,Nevada,Blue Collar,10.Sep.2017,"$41,447.48 ",married,secondary,yes,yes,cellular,482,3,failure,no,A01990
1991,Sonya  Mullins,Female,45,Nevada,White Collar,10.Sep.2017,"$63,814.82 ",single,secondary,yes,no,unknown,81,2,unknown,no,A01991
1992,Lee  Mack,Male,60,Nevada,Other,10.Sep.2017,"$86,653.46 ",divorced,tertiary,no,no,cellular,1164,2,unknown,yes,A01992
1993,Salvador  Bass,Male,63,Nevada,Other,10.Sep.2017,"$79,109.94 ",married,secondary,yes,no,cellular,674,3,unknown,no,A01993
1994,Elaine  Ellis,Male,45,Nevada,Other,10.Sep.2017,"$15,630.25 ",married,unknown,yes,no,cellular,347,1,unknown,no,A01994
1995,Robert  Munoz,Male,45,Nevada,Blue Collar,10.Sep.2017,"$167,105.28 ",married,primary,yes,no,cellular,712,6,unknown,yes,A01995
1996,Max  Rodgers,Male,41,Wyoming,White Collar,10.Sep.2017,"$6,949.51 ",single,secondary,no,no,cellular,48,2,unknown,no,A01996
1997,Kyle  Carr,Female,42,California,White Collar,11.Sep.2017,"$109,134.82 ",divorced,tertiary,yes,yes,cellular,279,1,unknown,no,A01997
1998,Austin  Reynolds,Female,30,California,White Collar,11.Sep.2017,"$2,744.55 ",single,secondary,yes,no,unknown,236,2,unknown,no,A01998
1999,Donna  Reid,Male,26,California,White Collar,11.Sep.2017,"$120,670.34 ",married,secondary,yes,no,cellular,91,2,unknown,no,A01999
2000,Pauline  Beck,Male,39,California,White Collar,11.Sep.2017,"$45,484.55 ",married,secondary,yes,yes,cellular,15,8,unknown,no,A02000
2001,Lee  Mack,Female,43,California,White Collar,11.Sep.2017,"$86,176.82 ",married,primary,yes,no,cellular,161,1,failure,no,A02001
2002,Colleen  Warren,Female,30,California,White Collar,11.Sep.2017,"$18,441.27 ",married,primary,yes,yes,unknown,187,19,unknown,no,A02002
